Sentiment,Review
5,"Lần đầu mình ra thành phố nha trang để hưởng tuẩn trăng mật đặt được ngay khách sạn sạch sẽ, nhân viên dễ thương, dọn phòng rất có tâm, lần sau vợ chồng mình sẽ quay lại đây!"
1,"Sàn phòng lau chưa kỹ, đi bị rít chân"
1,Phòng có tủ lạnh nhưng ra khỏi phòng thì điện tự tắt nên cũng vô dụng.
5,Rất thích. Chắc chắn sẽ ghé lại khi đến Nha Trang
5,"Khách sạn sát biển, phòng mình ở view biển rất đẹp."
5,"Các bạn nhân viên tuy không tiếp xúc trực tiếp với khách nhưng thân thiện và nhiệt tình, còn chuẩn bị sẵn bong bóng cho khách em bé. Phòng có giường êm hơn các phòng khách sạn khác mình từng ở."
5,"Thân thiện, thuận tiện khi check in và check out"
5,Mình quên điện thoại khi đã trả phòng và được hỗ trợ rất nhiệt tình.
4,Bữa sáng ăn được. Giường tốt. Thích là được gần biển.
4,Chỗ nghỉ ok nhưng ace không nên ăn ở quán ngay đối diện đó. Hơi đắt và đồ ăn cũng không ngon
3,địa chỉ trên booking cần cụ thể hơn. mình mất nhiều time để tìm khách sạn. số nhà có trùng lắp mọi người cần chú ý
5,"Dịch vụ cực kì tốt, nhân viên chăm sóc rất nhiệt tình. Đặc biệt view cực đẹp, rất thích hợp để chill hay chụp hình sống ảo. Nhất định mình sẽ quay lại nếu có dịp
"
5,"Lễ Tân nhiệt tình, chu đáo. Ks gần ngay bãi biển"
4,"gần khu trung tâm, đi lại rất thuận tiện"
5,"Phòng sạch sẽ, tiện nghi, view biển, nhân viên rất thân thiện!"
5,"Khách sạn ở Quy Nhơn view biển, phòng có cửa kính nhìn ra bãi biển rất chill."
5,"Phòng sạch sẽ, vị trí trung tâm rất gần biển,đầy đủ những vật dụng cần thiết và mấy chị nhân viên ở đây cực dễ thương .. mình sẽ quay lại vào dịp sau !!"
5,"Phòng ốc rộng rãi, sang trọng, dịch vụ tận tâm, có view biển thơ mộng. Không rõ nó là 3 sao hay 4 sao nhưng chất lượng vượt trội hơn hẳn sao đó luôn :))))"
5,"🌼Vì đi 7 người nên mình chọn 1 homestay tên la Paradise Quy Nhơn, cách bãi biển và quảng trường khoảng 700m, , anh chị chủ nhà thiết kế các phòng đúng theo cái tên luôn ạ: ocean (4 người), Jungle (4 người) to hơn ocean chút, lotus (2 người) và dorm có thể ở dc 7,8ng nha, ở đây các cậu có thể hát hò, nấu ăn, dùng máy giặt thỏai mái 😆 (chúng mình ở 3 phòng ocean, jungle và lotus) đặt theo combo cả máy bay nữa là 3.450k/ng"
5,"Khách sạn đẹp, gần biển, nhân viên thân thiện nhiệt tình"
5,Vì hết phòng đôi bên cho mình phòng 6 người rộng quá thể với 2 đứa con gái luôn
4,"Uhmmm mình nghĩ là địa chỉ ks ý. Địa chỉ ks là 44 Trần Khánh Dư, nhưng đường Trần Khánh Dư có 2 số 44 lận, nên ai đi lần đầu sẽ hơi khó kiếm. Nhưng không sao ạ, vì alo cho ks là được hướng dẫn ngay. Quen rồi thì thấy vị trí ks rất ok, gần siêu thị, nhà thuốc, có nhiều tiệm ăn ngon, và cách hồ Xuân Hương tầm chưa tới 2km."
4,"Phòng gần trung tâm thành phố, thuận tiện cho việc duy chuyển."
3,"Mọi thứ đều ok, trừ việc khăn tắm. Thuê 1 ngày 1 đêm chỉ đc cấp đúng 1 khăn tắm do k.sạn đưa. Ko bít bạn tắm rửa bao lần và khăn nó có bị dơ hay ko thì vẫn thế, lễ tân cũng chỉ trả lời "" đã cấp khi nhận phòng rùi sáng mai mới thay mới ạ"", nếu đến ngày mai 12h bạn trả phòng mà sáng đó khăn dơ thì nhận được câu"" trả phòng trong ngày không thay khăn đươcc ạ"", hic, có cái khăn mà tui dùng từ khi nhận phòng: sáng - trưa - chiều - tối- rồi sáng ngày mai - trưa ngày mai khi trả phòng vẫn bị lễ tân từ chối cho xin 01 cái khăn sạch để tắm trước khi ra về hic"
4,"View ban công bị vướng mấy toà nhà nên nhìn ra biển hơi xa, những vẫn oki cũng xác định đc trc vì ks ở làn trong sau đg TP"
5,"Phòng sạch sẽ, giá cả phù hợp, chỗ đậu xe rộng rãi. Nhân viên dễ thương. Sẽ ghé lại lần sau"
5,Khách sạn sạch sẽ! Đầy đủ trang thiết bị
4,"Rất tuyệt vời !
Mình ở khách sạn này 2 đêm, đêm đầu xong mình muốn chuyển sang khách sạn cùng tầm giá để có trải nghiệm mới tuy nhiên không thể tìm thấy khách sạn khác tốt hơn nên đêm sau mình quay lại đây thuê thêm 1 đêm với giá còn rẻ hơn đêm đầu tiên.
Chỗ để xe máy rộng rãi, lễ tân lịch sự dễ thương, phòng rộng nhưng không có view rộng, rất sạch sẽ gọn gàng, đầy đủ đồ nhà wc (lược, dao cạo râu, xà phòng, dầu tắm gội,...)đầy đủ máy sấy, móc áo, tủ treo, nệm lò xo xịn nằm rất phê...Điểm trừ là trong nhà wc chỗ tắm không được ngăn với khu khô, khi tắm làm ướt cả sàn nhà wc mất thẩm mỹ.
Chỗ này gần biển nên đi bộ ra tắm biển thoải mái, cũng gần quảng trường nên tối đi dạo mát ăn hàng ăn tối quá gần.
Mình rất hài lòng, xứng đáng 9,5 điểm"
2,Thái độ của một vài nhân viên lễ tân nữ và nam
4,"Cơ sở vật chất thì tuyệt vời nhưng thái độ cư xử tệ hại. Membership số id 199213102718 đã ở rất nhiều lần và complaint liên tục nhưng vẫn ko thể cải thiện nổi một chút về sự niềm nở của nhân viên dành cho khách. 4 lần đến và đi đều mang …
"
2,Tiếng xe máy lên dốc hơi ồn
5,"Anh chị lễ tân rất nhiệt tình, nói chuyện vui vẻ hay cười tạo cảm giác thoải mái và thân thiện cho khách, phòng đẹp hết nước chấm luôn, nhà vệ sinh sạch sẽ"
4,"phòng sạch sẽ, giá ok, vị trí thì gần trung tâm rất tiện. bạn nhân viên tên Đạt rất dễ thương"
3,"Chổ gửi xe máy bất tiện vì nhỏ và 3 khách sạn dùng chung, lấy xe để trong phải tự lấy, mất nón nếu để ngoài không cất trong cốp."
4,"Chúng tôi đã ăn ở đây 2 lần trong một tuần, 1 bữa trưa và 1 bữa tối, chủ yếu là do thuận tiện cho khách ở các khách sạn gần đó. Cả hai lần, cùng một thực đơn và khẩu phần vì không có phần đặc biệt cho bữa trưa hoặc phần khác cho bữa trưa và bữa tối. Không phải tất cả các món ăn đều là món ăn Việt Nam chính hiệu vì có sự kết hợp của một số món ăn không ngon."
4,"Kiến trúc mang đậm phong cách Pháp, tuy vắng hơn trước nhưng lại mang nét thơ mộng riêng. Nên đi vào thứ 7 & CN."
4,"sạch sẽ và thuận tiện, view đẹp!"
5,"Khách sạn sát ngay biển , đang có kế hoạch di dời nên tranh thủ ghé - Phòng view nhìn ra biển và 1 phần tp Quy Nhơn khá đẹp - Nhân viẻn chuyên nghiệp - Có bánh ít lá gai thay trái cây chào mừng - Ăn sáng ngon , có các món đặc sản Bình Định như bánh hỏi lòng heo, bánh bèo .., Phòng thường full do khách đoàn đông nên muốn ở phải đặt sớm"
5,Giá phòng quá rẻ so với chất lượng
5,"Không gian sạch sẽ, đẹp, đầy đủ tiện nghi"
4,"Khách sạn cực kì sạch, cô chú chủ ksan nhiệt tình, dễ thương lắm."
5,"Đi nghĩ mát ở đây view đẹp giá chừng luôn , sang chảnh cực kì , tập yoga xong ra nhà hàng ăn trưa đúng chuẩn sang trọng 👍 nhân viên phục vụ quá dễ chịu , mặc đồng phục rất đẹp . Bàn ăn sạch sẽ . Ngồi ăn nhìn ra hồ bơi rất đẹp . Ở đây yên tĩnh , rất hợp với kì nghĩ với gia đình . Tại đây là resort cao cấp nên giá hơi đắt một tí . Bù lại đồ ăn khá ngon . Rất đáng để đến đây tận hưởng những ngày cuối tuần
"
4,Phòng đẹp giá cao 1tr2 cho dịch covid
2,"Điều kiện phòng chưa đúng chuẩn 4*: thiếu hộp khăn giấy phòng khách, áo choàng, chỉ 2 gói trà mà không có cafe, cách âm chưa tốt, bồn tắm ko có chỗ để đặt xà bông"
5,Đây là lần đầu mình đến Nha Trang và chọn được ngay khách sạn ưng ý. Phòng view biển đẹp tuyệt vời.Các bạn ở đây hỗ trợ mình rất nhiệt tình. Chỉ mất vài phút tới biển và các cửa hàng tiện lợi.
1,"Những khách phòng khác rất ồn rất khuya rồi mà họ vẫn nch lớn tiếng r cười giỡn, Tụi mình thấy rất khó chịu."
5,"Nhân viên thân thiện, nhiệt tình, phòng đẹp, gần biển, đã ở ks rất nhiều lần và lần nào cũng rất ưng."
3,"Nam Lễ Tân thì vui vẻ , nhưng hướng dẫn đỗ xe ko chuẩn , và một người khác có vẻ như là nhân viên trực đêm ,có cách hướng dẫn thiếu thân thiện khi khách đậu đỗ chưa chuẩn ( thực chất là đậu theo sự hướng dẫn của bạn lễ tân nam trước đó ) , mỗi người 1 cách hướng dẫn . Rất bất tiện vì ko có chỗ để xe , tuy nhiên điều đó được thể hiện qua booking rồi nên đó không là điểm trừ."
5,"Vị trí thuận tiện cho việc đi lại, khách sạn có bể bơi sân thượng rất đẹp và tiện lợi"
5,"Đi trúng mùa dịch nên giá phòng rất rẻ, phòng sạch sẽ tiện nghi. Khách sạn rất đẹp. Anh chủ rất là nhiệt tình và vui vẻ."
5,"Nhân viên thân thiện, hỗ trợ tiện nghi khi em cần, sạch sẽ, khá gần trung tâm, chi phí hợp lý, niceee"
2,cần kiểm định lại thang máy (giấy kiểm định đã hết hạn).
1,"Dành cho ai đi công tác nếu có ý định ở tại khách sạn này thì xác định là sẽ ko được xuất hoá đơn đúng số tiền đã trả đâu. Email lại khách sạn thì không trả lời, gọi điện 3 số điện thoại thì không được số nào cả."
3,"Lúc các cô buồng phòng đến dọn phòng buổi sáng cho mình, thì các cô dọn rất nhanh nhưng mình thấy dọn chưa được sạch sẽ"
4,"Nhân viên thân thiện, xe máy giá tốt mà mới, hướng phòng đẹp"
5,"Phòng còn hơn cả tuyệt vời. Lớn và rất nhiều thoải mái. Tôi không biết gì về bữa sáng, Không áp dụng trong giá phòng. Vị trí tuyệt vời với nhiều dịch vụ 24/7 xung quanh và gần bãi biển"
3,Trễ giờ check in phòng vì dọn dẹp trễ. Khăn tắm xin khá lâu mới có
4,Tôi rất hài lòng về dịch vụ của khách sạn
5,"Tiện nghi đầy đủ, phòng sạch sẽ, view thoáng. Nhân viên tận tình, vui vẻ. Bạn nữ lễ tân (tóc ngắn) rất vui tươi và nhiệt tình tư vấn mọi điều cho mình, rất cảm ơn bạn. Lần tới đi chắc chắn sẽ tiếp tục chọn khách sạn này"
4,"Thực sự thực sự thất vọng. Tôi đã muốn ở đó một năm rồi .. Cuối cùng thì vợ tôi, 4 tuổi rưỡi và tôi đã tìm thấy một đêm Chủ nhật buồn ngủ để thư giãn. bữa ăn nhẹ nhàng và lãng mạn."
5,Tất cả đều tốt từ nhân viên lễ tân tới phòng và vị trí khách sạn
5,"Địa điểm thuận tiện, nhân viên thân thiện"
5,"Khách sạn ở Quy Nhơn view biển đẹp.
Bể bơi sang trọng, phòng sạch đẹp, phục vụ thân thiện."
5,"nhân viên cực kỳ dễ thương, vị trí trong khu biệt thự nên rất yên tĩnh, phù hợp với gia đình☺️. Giá cả so với chất lượng phòng rất tốt."
3,"Phòng hơi tối, chật hẹp, hồ bơi quá nhỏ có lẽ chỉ phục vụ cho trẻ con và chụp ảnh chứ k có giá trị sử dụng là mấy, quán ăn thì k hoạt động... Cơ bản là phù hợp vs giá tiền"
5,"Phòng sạch, giá cả hợp lý, nhân viên phục vụ tốt"
4,Cho mang thú cưng - có bãi đậu xe ô tô phía trước! Dịch vụ phòng khá tốt!
5,"Có đầy đủ cá dịch vụ giải trí như xem phim, chơi bowling, game, ăn uống cafe, sang trọng và hiện đại. Nhân viên thân thiện, cảnh đẹp"
3,"Hôm check in bọn mình lên tầng nhận phòng thì có 1 nhóm nhân viên nam ngồi ngoài cửa phòng của bọn mình, có bạn nam còn vừa bước ra từ phòng của bọn mình (có vẻ vừa đi wc ra), thấy bọn mình vào nhận phòng mới đứng dậy đi sang phòng khác để bọn mình vào. Thật ra nếu gặp khách khó tính họ đã yêu cầu 1 phòng mới vì phòng bọn mình nhận rõ ràng là chưa dc dọn sạch như yêu cầu. Nhưng thôi, mùa dịch vắng khách mình cg ko khắt khe."
5,Chủ khách sạn rất dễ thương
5,"An toàn , giá bình dân ~300k/đêm . Có phòng 2 giường đôi thích hợp gia đình trẻ nhỏ. Ks trong hẻm taxi vào được , Đi bộ ra bãi biển hòn chồng 5p . Nên thuê xe máy 100k/xe số, 150k/tay ga nhưng phải alo trước ks chuẩn bị. Xe ở NT thường là hiệu SYM nếu bạn không có yêu cầu đặc biệt. Phòng tầng 8 view biển tuyệt đẹp. Phòng Sạch sẽ , chăn ga sạch, nước nóng lạnh đủ mạnh , có máy sấy tóc, tivi smart , máy lạnh đủ dùng. Có dịch vụ dọn phòng nếu bạn có yêu cầu."
3,"Mùa dịch nên ks cắt giảm nhiều dịch vụ, với mình thì ok vì ko ở ks nhiều"
5,"Khách sạn gần biển, nhân viên thân thiện nhiệt tình"
5,Giá thành hạt rẻ mà vị trí rất tiện luôn ạ. vì rẻ nên mình k nghĩ là có view biển. ncl rất ưng ý
5,"Theo mình thấy là giá khá cao so với các chỗ khác nếu tính về tổng thể đầu tư, quy mô khu resort, hồ bơi... nhưng được cái là bãi biển rất Private. Phòng mình ở đáng lẽ là delux (3.5 triệu) thôi nhưng họ tự cho upgrade lên suite. Suit thì co the phải hơn 4 triệu. Nội thất tuy co vẻ ko đầu tư cầu kỳ như các resort khác (o day theo kiểu mộc) nhưng rất comfort, rất clean, toàn bộ phòng hướng biển, bám sát lấy biển luôn, chứ nhiu resort khac phải đi bộ xa xuyên qua vườn, hồ bơi...còn ở đây bước vài bước là ngay xuống biển. Vì sát biển như vậy nên cảm giác đúng chất là đi nghi dưỡng ở biển, từ bất cứ nơi nào trong resort cũng có thể thấy biển. Có 1 điểm thú vị nữa là họ cho mượn thuyền kayak free, 1 số khách tây chèo ra hòn đảo nhỏ đối diên chơi và tắm dc luôn. Đảo này chung, ko có người ở, cứ thoải mái chèo tầm 20p la tới. Buffet sáng ok, các món đều ngon nhưng ko đa dạng lắm, khá it, có thể mình đi mùa thấp điểm nên vậy. Phục vụ rất rất nice, nói chuyện rõ ràng từ tốn. Buffet sáng chờ đến khi ko còn khách mới dọn dẹp (ko nhu 1 số chỗ khác khách đang ăn cũng dọn) khi checkout thì đuọc tặng 2 chai suối lạnh và mứt gừng ăn đi đường, đựng trong túi giấy lịch sự --> cái này e chua thay resort nao có làm cả. Honeymoon có thể được tặng 1 chai champaign và trang trí phòng. Buổi tối nằm võng đôi ngoài hồ bơi, ngắm cảnh biển ban đêm rất đẹp. vì người ta thả bè bắt tôm hùm, đốm đốm đèn sáng rực nguyên vung biển như sao trời í. Nhược điểm: - Cách xa thành phố, khoảng 15km, khách ở đây chủ yếu gọi taxi, tầm 15p có. Lúc truoc nghe noi co xe đua đón nhung ko hieu qua sao đó nên giờ ko làm nữa. - Vị trí nằm giữa con đèo cửa ngõ vào tpho nên khá nhieu xe tải và xe khách, ban đêm có đoạn ko có đèn nên đi lại có thể hơi nguy hiểm, ko nên đi xe máy - Loại phòng hiện tại chỉ có room nhu KS, chưa có bungalow nhu resort (nghe nói đang xây) nên theo mình giá như vậy là khá cao Nếu đi mùa thấp điểm (sau tết và trước tháng 6) có thể giá rẻ hơn duoc 10%"
1,"Chưa mở lại dịch vụ giặt ủi, tivi ko mở được."
4,"Phòng rộng, mọi thứ được trao đổi qua zalo, tiện trong giai đoạn dịch Covid thế này. Các bạn tư vấn nhiệt tình. Có bán thêm snack khá ngon. Linh hoạt về thời gian thanh toán. Mình thích việc ko cung cấp đồ dùng 1 lần để hạn chế rác thải nhựa."
3,"Phòng ốc thoáng mát, sạch sẽ và đầy đủ tiện nghi."
5,"Khách sạn ở tại vị trí trung tâm gần tháp Trầm Hương ở quảng trường đi ra chỉ mất 2 phút phòng rất đẹp và mới không hiểu sao lại có những đánh giá phòng cũ.giá quá rẻ và hợp lý với phòng giường đôi có ban công là 230k 1 đêm.khách sạn đẹp,sang trọng,dọn phòng hàng ngày rất sạch sẽ.nếu có dịp quay lại chắc chắn sẽ ở tại pavilion này"
3,Nên chú ý chính xác về việc check in- out của khách để việc thanh toán nhanh chóng.
4,"Nhân viên rất thân thiện, nhà vệ sinh sạch sẽ, chăn giường sạch"
5,"Thật tuyệt vời. Phòng sạch sẽ, hiện đại, thoải mái, có tầm nhìn đẹp. Hồ bơi vô cực trên đỉnh, tầm nhìn đẹp ra biển"
2,"Phòng 501 nhà tắm bị đọng nước cả ngày, không có khoá cửa nhà tắm."
1,"Phòng ko cách âm, quá ồn, ko thể nghỉ ngơi, sáng trưa chiều tối đều bị ảnh hưởng bới tiếng ồn bên ngoài! cơ sở vật chất ko đầy đủ, ko có hộp khăn giấy, nước vòi sen chảy yếu! toilet lâu lâu kẹt nút ko bấm đc! nói chung ks cần cải thiệt cơ sở vật chất! so với giá tiền thì chưa tốt!"
2,"Xem thật tuyệt vời. Nhân viên đã vô ích. Anh ấy khó mà phát hiện ra rằng những bức ảnh trên thực đơn trông to hơn rất nhiều so với thực tế. Đã đặt hàng nhiều loại nguồn điện nhỏ ngay cả đối với loại ""lớn"". Ra đĩa bên nhỏ. Chúng tôi hỏi liệu chúng tôi có cần đặt hàng bên có nguồn điện hay không thì họ nói không và chúng tôi được thông báo là có nguồn điện đi kèm với rau. Nó đi kèm với một lát bánh nướng tròn. Cũng gọi một thực đơn lập sẵn có kích thước bằng một món khai vị bình thường. Tất cả thức ăn đều có vị ngon nhưng kích thước tổng thể và giá cả của các bữa ăn chính không xứng đáng. Một người khác trong nhóm của chúng tôi đã gọi món khai vị chả giò lớn hơn cả ổ chính của chúng tôi. Nơi tốt để đi ngắm cảnh trên sân thượng và uống một ly bia, nếu không thì đừng bận tâm."
2,"Ksan nhỏ, nằm trong ngõ, các tiện ích đi kèm của 4 sao là không xứng đáng. Không gian chật hẹp, View biển thì ok, phòng view city thì cực xấu"
3,Chị lao công cũng rất thân thiện.
2,Tiếng ồn của các máy móc từ các nhà cao tầng xung quanh làm ảnh hưởng đến sự yên bình
5,"Gần biển, phòng nào cũng có ban công nên thoáng, gần nhiều quán ăn đi bộ thuận tiện, là khu trung tâm đông vui. Đã nghỉ tại đây 4/2022. Sẽ quay lại nếu có dịp."
5,Chỗ nghĩ quá tuyệt vời. Lần sau sẽ tiếp tục đến đây
4,"Phòng ổn, được mời đi nên chẳng biết giá cả thế nào. Nói chung là đc mời sẽ đi, còn tiền túi thì nghỉ, kaka"
5,"Khách sạn Apus đáng giá từng đồng tôi bỏ ra. Cơ sở vật chất tiện nghi, hiện đại, lại còn có cả bể bơi trên tầng thượng. Wifi trong phòng rất tốt. Vị trí thì quá tuyệt vời: đi bộ 5 phút ra biển."
1,"Không có bãi đậu xe riêng, thực đơn sáng ít lựa chọn nhưng món ăn ổn"
5,"Phòng trang bị đẩy đủ tiện nghi. Sạch sẽ. Lễ tân nhiệt tình nhẹ nhàng thân thiện với khách hàng
"
5,"Trên sự mong đợi chỗ nghĩ đáng ngưỡng mộ khung cảnh đẹp nên thơ mộc mạc sâu lắng lòng người , yên tĩnh thích hợp cho các kỳ nghĩ dài hoặc các kỳ nghĩ đông của khách thập phương, bạn bè năm châu bốn bể , là không gian trong sự thăng hoa,"
4,"Chỗ nghỉ sạch sẽ, phòng ốc rộng rai, đặc biệt giường đôi rất to ạ"
5,"Khách sạn Quý Nhơn gần biển, view đẹp, phòng chill.
Ấn tượng tuyệt vời trong chuyến đi này!"
4,Các nhân viên là tuyệt vời. Anh chàng bảo vệ còn hữu ích nữa ❤️. Phòng sạch sẽ và vị trí gần bãi biển. Họ cũng có phòng tập thể dục và hồ bơi.
4,Dịch vụ và nhân viên rất nhiệt tình dễ thương. phòng xinh xắn sạch sẽ tiện nghi. nhưng tiếc là bể bơi tầng 16 view đẹp quá trời mà KS lại không dọn dẹp mà bỏ bê nên k ai lên đây bơi dc cả . uổng cái view quá chời. còn lại rất ổn
5,Bạn nam xách đồ rất nhiệt tình và thân thiện.
4,thất trãi nghiệm thú vị và đáng ghi nhớ
4,"View đẹp, phòng sạch sẽ, nhân viên thân thiện"
5,Đồ ăn sáng cũng ngon và đa dạng
1,"Tôi thất vọng chỗ này nhất, có máy lạnh mà mở không đủ mát, nóng quá, người đông, trung quốc nhiều, không có chỗ đậu xe, đi dạo không thoải mái, lần sau sẽ đi chỗ khác chứ không đến đây nữa"
4,"Phòng đẹp, giường thoải mái, nhân viên rất dễ thương"
5,"phòng sạch sẽ, yên tĩnh, nhân viên dể thương"
1,"phòng ko cách âm, quá ồn, ko thể nghỉ ngơi, sáng trưa chiều tối đều bị ảnh hưởng bới tiếng ồn bên ngoài! cơ sở vật chất ko đầy đủ, ko có hộp khăn giấy, nước vòi sen chảy yếu! toilet lâu lâu kẹt nút ko bấm đc! nói chung ks cần cải thiệt cơ sở vật chất! so với giá tiền thì chưa tốt!"
4,"Chỗ ở rất gần khu trung tâm cách chợ đêm và biển 1-200m. Đi ra cảnh thuận tiện, cách sân bay Cam Ranh di chuyển tầm 40 phút. Nhân viên lễ Tân niềm nở, phòng sạch đẹp"
1,"Khách sạn 4 sao nhưng nhà hàng không phục vụ ăn trưa, gọi món thì được thông báo không phục vụ tới trước 4h chiều."
1,Phòng hơi mùi khó chịu khi ra ngoài trở lại phòng. Ở tầng 4 nên nước nóng không ổn lắm đợi lâu. Thùng rác trong nhà vệ sinh không có nắp đậy
4,"Khi mình vừa tới khách sạn, nhân viên tiếp đón rất nhiệt tình từ lễ tân cho tới bảo vệ, các anh kỹ thuật. Ngoài ra anh Huy bên sale cũng nhiệt tình tư vấn cho mình về Nha Trang."
4,"Phòng sạch sẽ, đầy đủ tiện nghi nè, view núi rất đẹp, phòng mình ở tầng trệt có lối đi riêng khá là ổn áp ☺️. Bạn lễ tân thì rất ư là dể thương."
5,Khách sạn Quy Nhơn đẹp nhất trong số những khách sạn tôi từng ở!
3,"
(Bản dịch của Google) Không có vật dụng gia đình như bếp từ, bếp ga, muỗng, đĩa… mà chỉ có bồn rửa. Có một ấm đun nước điện, nhưng nó trông không được sạch sẽ. Tủ lạnh, TV, quạt, điều hòa, giường, nước nóng lạnh đều được cung cấp, tính ra 2 đêm khoảng 500.000 đồng nên tiết kiệm chi phí. Phí thuê một chiếc xe máy mỗi ngày là 140.000 VND. Gần bãi biển và tốt đẹp."
5,Chúng tôi rất thích ngồi ở một chiếc bàn bên ngoài và mọi người xem trong khi có một vài loại bia tươi Tiger lạnh và lạnh. Không gọi món nhưng thực đơn trông có vẻ OK và mùi bánh pizza nấu ăn chắc chắn hấp dẫn. Phòng tắm rất sạch sẽ. Vị trí tốt trên đường từ bãi biển với một làn gió biển dễ chịu.
3,có lẽ ảnh hưởng bởi dịch covid nên thiếu nhân viên dọn phòng
4,"Phòng sạch sẽ, nhân viên dễ thương"
2,"Cách âm của khách sạn không tốt lắm, vẫn nghe được tiênga gõ của phòng bên và 1 ít âm thanh đường phố bên ngoài"
5,"Phòng ốc mới, đẹp hơn rất nhiều so với giá tiền bỏ ra. Giá tốt so với các khách sạn lân cận"
2,1 điểm trừ nhỏ là buổi tối trong WC mùi cống bốc lên hơi khó chịu nhưng mở cửa sổ nhà WC ra thì mùi không còn nữa.
4,"Phòng sạch sẽ, nội thất còn mới và hiện đại. Dịch vụ nước ép tận phòng siêu rẻ và chất lượng"
5,"Thoải mãi,nhân viên nhiệt tình.phòng sạch sẽ.giá hợp lý"
4,Trong lúc tụi mình chờ check-in đã được nhân viên mời 1 đĩa nho rất tươi ngon
3,"Bên khách sạn đã xác nhận đặt phòng của mình nhưng khi mình gọi điện cho bên khách sạn để hỏi về vấn đề mình thấy ghi ""hồ bơi đang ngừng hoạt động"" thì bên Arise có chị nào bắt mát kêu thì là hết phòng rồi đó em. Mình có hỏi tại sao hết phòng mà vẫn xác nhận đặt phòng của mình thì chị đó kêu do Booking nó tự nhảy lên thôi."
2,Khó tìm đường và lễ tân chưa rõ booking
2,Thái độ nhân viên quá tệ
5,"Nhân viên rất nhiệt tình, là khách hàng khi thấy nhân viên như vậy quả thật cảm thấy rất được tôn trọng. Cảm ơn đội ngũ nhân viên rất nhiều.
"
3,Phòng mình dầu gội và sữa tắm bị hết trước khi mình vào
5,"Khách sạn gần biển ở Quy Nhơn, vị trí đẹp phòng mình ở có view biển rất tiện cho việc sống ả"
5,"Đã sử dụng Indochina Charm Travel để đưa đón sân bay của tôi ở Hồ Chí Minh đến và đi từ sân bay. 
Dịch vụ tuyệt vời đã sẵn sàng khi tôi đến và rất nhanh chóng đưa tôi đến khách sạn và sân bay. Muốn giới thiệu"
5,"Những bạn tiếp tân rất nhiệt tình tư vấn chỗ thuê xe và chỗ ăn uống, phòng ốc sạch sẽ, tiện lợi. Khách sạn ở đối diện biển và trung tâm nên rất tiện cho việc mua sắm và vui chơi. Rất đáng để thử, cám ơn Regalia !"
4,"Nhân viên thân thiện, trung đẹp trai, phát dễ thương, thảo and nhân buong phòng master"
5,"Thân thiện, nhiệt tình vui vẻ, phục vụ ko tiếp xúc rất ok rất tốt, cskh nhanh, view đẹp "
3,Đông đúc và ồn ào. Thời gian chờ đợi để trả phòng lâu.
5,"2 anh chị lễ tân vui vẻ, nhiệt tình. Hai anh chị thấy mình đi một mình nên rủ vào ăn uống chung nói chuyện rất vui. Nếu được mình sẽ trở lại một lần nữa."
4,"Tự check in - check out rất tiện lợi, thoải mái như ở nhà, hỗ trợ online nhanh chóng nên không khó khăn, bãi giữ xe máy rộng rãi, địa điểm dễ tìm, khá gần trung tâm"
4,"phòng sạch sẽ, ks tiện nghi, gần biển."
4,"Giá cả, dịch vụ chất lượng rất hài lòng. Tuy khách có hơi trong hẻm chút nhưng đáp ứng đi bãi đỗ ô to tại chỗ nên cũng rất ok."
5,"Nhân viên nhiệt tình, phòng view hướng biển nhìn thoải mái, gần biển và trung tâm tp nên di chuyển tiện."
3,View biển đẹp. Phải đi bộ lên nhà hàng Cococamp khá xa. Người lớn tuổi không nên đi
5,"Phòng cực kì rộng, thoải mâi và rất đáng giá, bản thân mình làm dịch vụ thường đòi hỏi cao, mà khi ở đây k đòi hỏi cao được, vì mọi thứ rất tốt, nhân viên lễ tân nhiệt tình lắm, tận tình chỉ dẫn"
4,"Vị trí ok, giá rẻ, nhân viên cũng nhiệt tình đặc biệt chú bảo vệ dễ thương"
2,"Phòng khá bé và không có cửa sổ, nên mới vào phòng sẽ cảm giác hơi ngột ngạt, nội thất cũ, cách âm kém, phòng khác nói to là có thể nghe thấy tiếng, khá ồn"
5,Khách sạn nhỏ ít phòng nên yên tĩnh. Ăn sáng vừa phải nhưng phù hợp đối với người lớn tuổi. Nhân viên hoà nhã tận tình. Vị trí rất tốt vì gần biển tuy ở trong hẻm. Vệ sinh phòng tốt và dù phòng nhỏ nhưng trang bị đơn giản hợp lý nên thoáng . Tôi thích địa điểm này và sẽ tiếp tục khi có dịp ra NT.
5,"Nhân viên rất thân thiện, nhiệt tình, phục vụ chu đáo"
4,"Gần biển, gần chợ đêm, thuận tiện đi lại. Nhân viên rất thân thiện và nhiệt tình"
2,Cửa kính nhà tắm bị hít chặt lại khó mở nếu sử dụng nước nóng vào ngày lạnh.
5,Phòng ốc sạch sẽ. Nước nóng rất tốt. Vị trí thuận lợi đi lại.
4,"Chỗ nghỉ rất trung tâm tuy hơi khó tìm vì đi vào đường nhỏ, nhân viên cực kỳ thân thiện và hỗ trợ nhiệt tình, phòng đẹp và sạch"
1,"Nhân viên quá tệ, tìm cách lấy thêm tiền khách với cớ là mất đôi dép, nhưng thực tế đã chứng minh là không mất"
